player_fantasy_avg,over_under,vegas_line,f_points_earned
5.529230769230769,45.0,6.5,2.5
5.793846153846154,45.0,6.5,1.5
6.4879999999999995,45.0,6.5,1.4
0.11000000000000001,45.0,6.5,0.9
0.09,45.0,6.5,0.6
19.014,45.0,-6.5,24.939999999999998
-0.95,45.0,-6.5,-1.7999999999999998
3.5415384615384617,45.0,-6.5,4.7
4.43,45.0,-6.5,2.8
5.802857142857143,45.0,-6.5,14.2
14.738461538461538,45.0,-6.5,8.8
8.06,45.0,-6.5,6.9
1.3615384615384616,45.0,-6.5,1.3
5.143076923076924,45.0,-6.5,0.8
10.726,44.0,7.0,13.82
9.20923076923077,44.0,7.0,34.2
6.755714285714286,44.0,7.0,6.5
1.9615384615384617,44.0,7.0,2.1
-0.041538461538461524,44.0,7.0,0.2
4.261818181818182,44.0,7.0,6.3
9.92,44.0,7.0,4.9
0.9400000000000001,44.0,7.0,2.7
0.47000000000000003,44.0,7.0,0.7
6.218181818181819,44.0,7.0,3.1999999999999997
13.291076923076924,44.0,-7.0,8.04
-1.54,44.0,-7.0,-1.54
4.28,44.0,-7.0,3.5
10.74,44.0,-7.0,3.7
8.823846153846153,44.0,-7.0,11.4
4.191428571428571,44.0,-7.0,7.9
8.973333333333333,44.0,-7.0,5.4
1.35,44.0,-7.0,0.7
0.86,44.0,-7.0,0.6
0.37,44.0,-7.0,0.5
0.73,44.0,-7.0,0.0
5.359999999999999,44.0,-7.0,-0.3
18.650153846153845,47.5,-6.5,17.22
21.745384615384616,47.5,-6.5,14.700000000000001
11.89,47.5,-6.5,6.800000000000001
10.07230769230769,47.5,-6.5,9.299999999999999
11.18769230769231,47.5,-6.5,4.3
2.7,47.5,-6.5,2.3
14.48646153846154,47.5,6.5,6.219999999999999
10.67,47.5,6.5,16.9
5.242307692307692,47.5,6.5,7.9
5.566923076923078,47.5,6.5,1.7
5.82,47.5,6.5,1.8
9.119230769230768,47.5,6.5,18.0
5.463333333333334,47.5,6.5,2.3
0.9815384615384616,47.5,6.5,2.0
4.59,47.5,6.5,1.1
14.789333333333332,43.0,1.0,17.84
9.360000000000001,43.0,1.0,9.0
4.5138461538461545,43.0,1.0,16.4
2.05,43.0,1.0,3.8
6.685076923076923,43.0,1.0,0.6
1.43,43.0,1.0,1.1
7.507692307692308,43.0,1.0,9.2
5.7446153846153845,43.0,1.0,5.6
4.931538461538461,43.0,1.0,5.4
1.52,43.0,1.0,2.6
3.8730769230769235,43.0,1.0,1.7
15.686545454545456,43.0,-1.0,26.6
14.258181818181818,43.0,-1.0,8.700000000000001
6.25,43.0,-1.0,4.2
10.409230769230769,43.0,-1.0,9.1
11.265555555555554,43.0,-1.0,6.9
3.6730769230769234,43.0,-1.0,4.5
5.9799999999999995,43.0,-1.0,2.3
0.72,43.0,-1.0,1.1
0.16999999999999998,43.0,-1.0,0.0
5.59,43.0,-1.0,0.5
8.87,46.5,-3.0,15.66
4.463636363636364,46.5,-3.0,20.5
4.406923076923078,46.5,-3.0,0.9999999999999998
9.1,46.5,-3.0,14.700000000000001
5.005692307692308,46.5,-3.0,9.0
10.58923076923077,46.5,-3.0,9.4
0.74,46.5,-3.0,5.7
1.06,46.5,-3.0,3.9
0.37,46.5,-3.0,0.0
19.732,46.5,3.0,29.979999999999997
7.923846153846153,46.5,3.0,2.9000000000000004
2.516153846153846,46.5,3.0,3.5999999999999996
0.6799999999999999,46.5,3.0,0.9
9.777272727272727,46.5,3.0,12.9
8.65,46.5,3.0,9.6
11.279999999999998,46.5,3.0,6.300000000000001
6.9923076923076914,46.5,3.0,5.6
7.213846153846153,46.5,3.0,0.8
18.934307692307694,41.5,-7.5,22.740000000000002
9.083846153846155,41.5,-7.5,9.8
20.15,41.5,-7.5,18.6
11.147692307692306,41.5,-7.5,6.7
1.9115384615384614,41.5,-7.5,5.5
6.483846153846153,41.5,-7.5,4.8
7.320769230769231,41.5,-7.5,2.7
-1.3333333333333333,41.5,-7.5,0.0
2.903076923076923,41.5,-7.5,0.0
0.21000000000000002,41.5,-7.5,0.0
0.18,41.5,-7.5,-0.1
13.792,41.5,7.5,13.0
6.74,41.5,7.5,6.8
4.493333333333334,41.5,7.5,15.7
2.21,41.5,7.5,1.2999999999999998
5.392307692307693,41.5,7.5,6.3
4.2,41.5,7.5,3.0
1.488181818181818,41.5,7.5,2.9
0.48,41.5,7.5,2.4
3.45,41.5,7.5,1.9
1.5633333333333332,41.5,7.5,0.7
0.8300000000000001,41.5,7.5,0.7
1.31,41.5,7.5,0.0
20.14553846153846,44.0,5.5,27.599999999999998
17.894615384615385,44.0,5.5,13.899999999999999
2.0966666666666667,44.0,5.5,3.1
6.811538461538462,44.0,5.5,5.8
1.0330769230769232,44.0,5.5,0.4
6.38,44.0,5.5,7.7
3.043846153846154,44.0,5.5,6.2
3.2333333333333334,44.0,5.5,3.3
1.6199999999999999,44.0,5.5,1.0
20.55076923076923,44.0,-5.5,42.68000000000001
9.273076923076923,44.0,-5.5,12.5
4.982307692307693,44.0,-5.5,5.3999999999999995
8.644615384615385,44.0,-5.5,6.7
13.079999999999998,44.0,-5.5,6.4
6.126153846153846,44.0,-5.5,5.9
1.3776923076923075,44.0,-5.5,3.0
1.1,44.0,-5.5,1.0
-0.95,44.0,-5.5,0.0
6.150769230769232,44.0,-5.5,1.5
26.27276923076923,52.0,4.5,38.839999999999996
18.566363636363636,52.0,4.5,8.0
7.31,52.0,4.5,13.1
4.533076923076923,52.0,4.5,0.3
13.227692307692307,52.0,4.5,10.9
15.706923076923076,52.0,4.5,9.0
4.163846153846154,52.0,4.5,-0.30000000000000004
1.8115384615384618,52.0,4.5,0.3
1.6530769230769233,52.0,4.5,0.2
20.794923076923073,52.0,-4.5,42.98
17.303333333333335,52.0,-4.5,18.5
2.0138461538461536,52.0,-4.5,1.9
1.48,52.0,-4.5,0.7
4.103076923076923,52.0,-4.5,13.8
12.35923076923077,52.0,-4.5,12.1
13.718461538461538,52.0,-4.5,6.7
5.406666666666666,52.0,-4.5,2.6
0.27999999999999997,52.0,-4.5,1.9
1.3454545454545455,52.0,-4.5,1.4
18.37492307692308,41.0,-3.5,22.799999999999997
11.273333333333333,41.0,-3.5,7.0
5.3330769230769235,41.0,-3.5,3.6
10.618571428571428,41.0,-3.5,11.3
12.646153846153847,41.0,-3.5,11.0
4.57,41.0,-3.5,4.5
1.48,41.0,-3.5,2.1
2.57,41.0,-3.5,1.9
3.4361538461538466,41.0,-3.5,0.0
3.7000000000000006,41.0,3.5,8.879999999999999
10.104000000000001,41.0,3.5,5.92
0.5116923076923077,41.0,3.5,6.640000000000001
7.11923076923077,41.0,3.5,4.3
1.3966666666666665,41.0,3.5,6.6
7.992307692307692,41.0,3.5,5.5
4.17,41.0,3.5,3.2
1.3515384615384616,41.0,3.5,1.5
3.4230769230769234,41.0,3.5,1.4
0.37,41.0,3.5,0.8
14.802,43.0,3.0,17.119999999999997
10.379999999999999,43.0,3.0,19.0
6.707692307692308,43.0,3.0,4.4
10.116,43.0,3.0,4.5
3.9299999999999997,43.0,3.0,3.2
4.748666666666667,43.0,3.0,3.2
2.7,43.0,3.0,1.9
7.033333333333333,43.0,3.0,1.7
10.726,43.0,-3.0,13.459999999999999
9.20923076923077,43.0,-3.0,3.9
6.755714285714286,43.0,-3.0,8.0
4.261818181818182,43.0,-3.0,9.2
9.92,43.0,-3.0,8.4
3.990769230769231,43.0,-3.0,3.0
6.218181818181819,43.0,-3.0,0.7000000000000002
0.47000000000000003,43.0,-3.0,2.4
3.06,43.0,-3.0,-0.1
8.862,51.0,10.0,14.44
1.7866666666666666,51.0,10.0,17.0
11.615384615384615,51.0,10.0,1.4
4.9107692307692306,51.0,10.0,8.799999999999999
4.980769230769231,51.0,10.0,1.0
8.192307692307692,51.0,10.0,6.9
5.36,51.0,10.0,4.7
5.0346153846153845,51.0,10.0,2.0
1.6630769230769231,51.0,10.0,1.5
20.856,51.0,-10.0,17.619999999999997
17.41923076923077,51.0,-10.0,9.899999999999999
0.81,51.0,-10.0,1.8
12.754615384615384,51.0,-10.0,6.9
6.529999999999999,51.0,-10.0,3.5
3.513076923076923,51.0,-10.0,1.9
5.09,51.0,-10.0,1.8
1.6915384615384617,51.0,-10.0,0.5
1.153076923076923,51.0,-10.0,0.4
1.6730769230769231,51.0,-10.0,0.0
0.03,51.0,-10.0,-0.1
17.81533333333333,45.0,-2.0,31.5
7.515714285714286,45.0,-2.0,9.0
7.51,45.0,-2.0,1.9
0.77,45.0,-2.0,0.5
11.342727272727274,45.0,-2.0,12.9
14.223333333333334,45.0,-2.0,13.1
4.86,45.0,-2.0,7.2
2.83,45.0,-2.0,2.3
0.45,45.0,-2.0,1.9
19.014,45.0,2.0,16.04
3.5415384615384617,45.0,2.0,7.1000000000000005
4.43,45.0,2.0,4.0
5.143076923076924,45.0,2.0,9.5
14.738461538461538,45.0,2.0,6.4
8.06,45.0,2.0,6.4
5.802857142857143,45.0,2.0,3.0
1.3615384615384616,45.0,2.0,0.4
4.613076923076924,45.0,2.0,0.3
0.3,45.0,2.0,0.0
20.194153846153846,48.0,6.0,11.36
3.1738461538461546,48.0,6.0,6.3999999999999995
11.84,48.0,6.0,3.6
5.8707692307692305,48.0,6.0,12.5
12.232727272727272,48.0,6.0,8.3
3.3554545454545455,48.0,6.0,3.0
10.816153846153846,48.0,6.0,2.6
5.746666666666666,48.0,6.0,2.0
3.2676923076923075,48.0,6.0,1.7
12.8,48.0,-6.0,13.08
6.779999999999999,48.0,-6.0,3.7
11.320769230769232,48.0,-6.0,5.0
6.021428571428571,48.0,-6.0,9.299999999999999
0.4,48.0,-6.0,0.1
5.584285714285714,48.0,-6.0,6.3
5.059230769230769,48.0,-6.0,3.5
4.91,48.0,-6.0,3.7
3.6230769230769235,48.0,-6.0,0.7
-0.04,48.0,-6.0,0.0
13.291076923076924,48.5,6.0,24.680000000000003
10.74,48.5,6.0,6.6
5.359999999999999,48.5,6.0,3.5
4.191428571428571,48.5,6.0,11.8
8.823846153846153,48.5,6.0,8.9
8.973333333333333,48.5,6.0,5.4
4.28,48.5,6.0,4.7
3.5,48.5,6.0,1.5
0.73,48.5,6.0,1.3
12.672,48.5,-6.0,16.64
10.273333333333333,48.5,-6.0,27.900000000000002
3.6918181818181814,48.5,-6.0,8.0
4.33,48.5,-6.0,5.7
6.21,48.5,-6.0,3.5
0.6815384615384616,48.5,-6.0,2.2
10.406153846153847,48.5,-6.0,2.2
2.8176923076923077,48.5,-6.0,1.3
3.994615384615385,48.5,-6.0,0.4
1.8836363636363636,48.5,-6.0,0.0
3.562000000000001,43.5,13.5,1.6
12.080769230769231,43.5,13.5,5.1
2.5592307692307696,43.5,13.5,2.0
0.15,43.5,13.5,0.1
6.637692307692308,43.5,13.5,2.8
6.71,43.5,13.5,2.7
2.911538461538462,43.5,13.5,1.7
2.16,43.5,13.5,0.0
0.49000000000000005,43.5,13.5,0.0
18.650153846153845,43.5,-13.5,16.36
2.7,43.5,-13.5,4.6
21.745384615384616,43.5,-13.5,43.3
10.07230769230769,43.5,-13.5,15.9
11.18769230769231,43.5,-13.5,8.1
11.89,43.5,-13.5,6.3
3.2746153846153847,43.5,-13.5,1.7
2.5092307692307694,43.5,-13.5,0.3
17.857846153846154,44.5,-2.0,16.36
10.36,44.5,-2.0,4.1
2.8600000000000003,44.5,-2.0,2.2
12.425384615384615,44.5,-2.0,8.4
4.662307692307692,44.5,-2.0,2.3
2.893076923076923,44.5,-2.0,4.4
4.003076923076923,44.5,-2.0,4.2
0.74,44.5,-2.0,3.5
7.97,44.5,-2.0,1.5
2.226153846153846,44.5,-2.0,0.0
14.302,44.5,2.0,32.54
9.003846153846155,44.5,2.0,7.1
2.14,44.5,2.0,6.8999999999999995
0.5,44.5,2.0,0.4
3.583846153846154,44.5,2.0,11.6
5.88076923076923,44.5,2.0,3.4
3.0,44.5,2.0,2.3
1.58,44.5,2.0,2.2
1.65,44.5,2.0,1.7
1.5399999999999998,44.5,2.0,-0.7
7.46,44.5,2.0,7.6
14.48646153846154,44.0,5.5,15.52
10.67,44.0,5.5,18.8
5.566923076923078,44.0,5.5,2.4
5.242307692307692,44.0,5.5,0.3
5.82,44.0,5.5,11.6
9.119230769230768,44.0,5.5,4.9
4.59,44.0,5.5,4.3
3.3699999999999997,44.0,5.5,3.0
5.463333333333334,44.0,5.5,3.0
0.16999999999999998,44.0,5.5,1.2
0.9815384615384616,44.0,5.5,0.5
12.621538461538462,44.0,-5.5,20.48
13.675384615384615,44.0,-5.5,11.1
6.735454545454545,44.0,-5.5,14.8
3.117692307692308,44.0,-5.5,1.7
10.428666666666667,44.0,-5.5,9.6
2.83,44.0,-5.5,4.8
1.7076923076923078,44.0,-5.5,2.6
5.08,44.0,-5.5,1.8
0.5900000000000001,44.0,-5.5,1.1
3.6409090909090907,44.0,-5.5,1.0
5.774615384615386,44.0,-5.5,0.9
14.326461538461537,42.0,3.0,13.56
19.490000000000002,42.0,3.0,10.8
1.4023076923076925,42.0,3.0,1.3
0.5700000000000001,42.0,3.0,0.1
5.81,42.0,3.0,6.7
12.615333333333332,42.0,3.0,5.1
2.7,42.0,3.0,4.1
6.942307692307692,42.0,3.0,2.4
2.62,42.0,3.0,0.5
2.540909090909091,42.0,3.0,0.0
16.577384615384616,42.0,-3.0,14.9
17.108461538461537,42.0,-3.0,20.700000000000003
5.09,42.0,-3.0,9.4
1.55,42.0,-3.0,3.3
4.663076923076923,42.0,-3.0,1.3
0.6,42.0,-3.0,1.2
2.5892307692307694,42.0,-3.0,0.9
3.571538461538462,42.0,-3.0,0.5
0.38,42.0,-3.0,0.0
18.33533333333333,42.5,4.5,14.739999999999998
4.71,42.5,4.5,3.0
10.110000000000001,42.5,4.5,2.4
7.001818181818182,42.5,4.5,0.19999999999999998
10.753333333333334,42.5,4.5,6.0
3.27,42.5,4.5,4.4
6.9,42.5,4.5,4.2
3.75,42.5,4.5,3.6
2.9890909090909092,42.5,4.5,2.3
0.38000000000000006,42.5,4.5,2.2
19.253636363636364,42.5,-4.5,14.4
8.463846153846152,42.5,-4.5,6.8
5.529230769230769,42.5,-4.5,4.7
10.48169230769231,42.5,-4.5,2.5
5.793846153846154,42.5,-4.5,2.2
7.7718181818181815,42.5,-4.5,8.3
6.4879999999999995,42.5,-4.5,1.1
1.1615384615384614,42.5,-4.5,0.6
10.726,41.0,3.0,2.76
6.755714285714286,41.0,3.0,7.3
9.20923076923077,41.0,3.0,29.1
4.261818181818182,41.0,3.0,5.7
3.06,41.0,3.0,3.5
9.92,41.0,3.0,2.5
6.218181818181819,41.0,3.0,0.20000000000000018
0.47000000000000003,41.0,3.0,1.4
1.25,41.0,3.0,0.0
3.990769230769231,41.0,3.0,-0.1
15.450000000000003,41.0,-3.0,7.839999999999999
8.862,41.0,-3.0,2.96
1.7866666666666666,41.0,-3.0,34.3
4.980769230769231,41.0,-3.0,3.3
11.615384615384615,41.0,-3.0,0.6
8.192307692307692,41.0,-3.0,10.3
5.0346153846153845,41.0,-3.0,3.6
5.36,41.0,-3.0,3.2
4.9107692307692306,41.0,-3.0,2.0
0.18,41.0,-3.0,0.0
15.686545454545456,44.0,2.5,14.079999999999998
6.25,44.0,2.5,20.6
10.409230769230769,44.0,2.5,13.7
5.9799999999999995,44.0,2.5,7.4
11.265555555555554,44.0,2.5,5.8
3.6730769230769234,44.0,2.5,1.9
0.72,44.0,2.5,1.6
5.59,44.0,2.5,1.6
0.16999999999999998,44.0,2.5,1.2
20.14553846153846,44.0,-2.5,41.6
17.894615384615385,44.0,-2.5,19.4
2.0966666666666667,44.0,-2.5,3.3
1.0330769230769232,44.0,-2.5,0.1
6.38,44.0,-2.5,6.7
1.6199999999999999,44.0,-2.5,2.0
3.2333333333333334,44.0,-2.5,1.9
3.043846153846154,44.0,-2.5,0.7
6.811538461538462,44.0,-2.5,0.3
12.621538461538462,46.0,5.5,5.68
6.735454545454545,46.0,5.5,17.8
10.428666666666667,46.0,5.5,19.3
13.675384615384615,46.0,5.5,2.0
3.117692307692308,46.0,5.5,4.4
0.5900000000000001,46.0,5.5,0.2
5.08,46.0,5.5,6.3
5.774615384615386,46.0,5.5,3.7
2.83,46.0,5.5,0.8
3.6409090909090907,46.0,5.5,0.7
14.789333333333332,46.0,-5.5,15.28
9.360000000000001,46.0,-5.5,19.4
4.5138461538461545,46.0,-5.5,14.6
7.507692307692308,46.0,-5.5,8.6
5.7446153846153845,46.0,-5.5,6.1
3.8730769230769235,46.0,-5.5,5.9
4.931538461538461,46.0,-5.5,3.9
2.05,46.0,-5.5,0.5
1.52,46.0,-5.5,0.2
6.685076923076923,46.0,-5.5,0.0
20.856,54.0,1.5,52.54
17.41923076923077,54.0,1.5,19.0
1.8036923076923077,54.0,1.5,3.9
6.529999999999999,54.0,1.5,3.2
0.81,54.0,1.5,1.0
0.03,54.0,1.5,0.2
12.754615384615384,54.0,1.5,12.9
3.513076923076923,54.0,1.5,7.1
1.6730769230769231,54.0,1.5,2.5
1.6915384615384617,54.0,1.5,1.7
2.5666666666666664,54.0,1.5,1.1
1.153076923076923,54.0,1.5,0.6
20.55076923076923,54.0,-1.5,36.160000000000004
9.273076923076923,54.0,-1.5,4.699999999999999
8.644615384615385,54.0,-1.5,15.5
13.079999999999998,54.0,-1.5,9.6
6.150769230769232,54.0,-1.5,3.6
