player_team_offense_ranking,player_fantasy_avg,weather,opp_team_defense_ranking,f_points_earned
21,10.116,80,22,4.5
21,3.9299999999999997,80,22,3.2
21,4.748666666666667,80,22,3.2
21,2.7,80,22,1.9
21,7.033333333333333,80,22,1.7
26,10.726,80,26,13.459999999999999
26,9.20923076923077,80,26,3.9
26,6.755714285714286,80,26,8.0
26,4.261818181818182,80,26,9.2
26,9.92,80,26,8.4
26,3.990769230769231,80,26,3.0
26,6.218181818181819,80,26,0.7000000000000002
26,0.47000000000000003,80,26,2.4
26,3.06,80,26,-0.1
18,8.862,78,11,14.44
18,1.7866666666666666,78,11,17.0
18,11.615384615384615,78,11,1.4
18,4.9107692307692306,78,11,8.799999999999999
18,4.980769230769231,78,11,1.0
18,8.192307692307692,78,11,6.9
18,5.36,78,11,4.7
18,5.0346153846153845,78,11,2.0
18,1.6630769230769231,78,11,1.5
2,20.856,78,24,17.619999999999997
2,17.41923076923077,78,24,9.899999999999999
2,0.81,78,24,1.8
2,12.754615384615384,78,24,6.9
2,6.529999999999999,78,24,3.5
2,3.513076923076923,78,24,1.9
2,5.09,78,24,1.8
2,1.6915384615384617,78,24,0.5
2,1.153076923076923,78,24,0.4
2,1.6730769230769231,78,24,0.0
2,0.03,78,24,-0.1
24,17.81533333333333,80,17,31.5
24,7.515714285714286,80,17,9.0
24,7.51,80,17,1.9
24,0.77,80,17,0.5
24,11.342727272727274,80,17,12.9
24,14.223333333333334,80,17,13.1
24,4.86,80,17,7.2
24,2.83,80,17,2.3
24,0.45,80,17,1.9
15,19.014,80,7,16.04
15,3.5415384615384617,80,7,7.1000000000000005
15,4.43,80,7,4.0
15,5.143076923076924,80,7,9.5
15,14.738461538461538,80,7,6.4
15,8.06,80,7,6.4
15,5.802857142857143,80,7,3.0
15,1.3615384615384616,80,7,0.4
15,4.613076923076924,80,7,0.3
15,0.3,80,7,0.0
8,20.194153846153846,71,14,11.36
8,3.1738461538461546,71,14,6.3999999999999995
8,11.84,71,14,3.6
8,5.8707692307692305,71,14,12.5
8,12.232727272727272,71,14,8.3
8,3.3554545454545455,71,14,3.0
8,10.816153846153846,71,14,2.6
8,5.746666666666666,71,14,2.0
8,3.2676923076923075,71,14,1.7
28,12.8,71,15,13.08
28,6.779999999999999,71,15,3.7
28,11.320769230769232,71,15,5.0
28,6.021428571428571,71,15,9.299999999999999
28,0.4,71,15,0.1
28,5.584285714285714,71,15,6.3
28,5.059230769230769,71,15,3.5
28,4.91,71,15,3.7
28,3.6230769230769235,71,15,0.7
28,-0.04,71,15,0.0
25,13.291076923076924,73,27,24.680000000000003
25,10.74,73,27,6.6
25,5.359999999999999,73,27,3.5
25,4.191428571428571,73,27,11.8
25,8.823846153846153,73,27,8.9
25,8.973333333333333,73,27,5.4
25,4.28,73,27,4.7
25,3.5,73,27,1.5
25,0.73,73,27,1.3
23,12.672,73,19,16.64
23,10.273333333333333,73,19,27.900000000000002
23,3.6918181818181814,73,19,8.0
23,4.33,73,19,5.7
23,6.21,73,19,3.5
23,0.6815384615384616,73,19,2.2
23,10.406153846153847,73,19,2.2
23,2.8176923076923077,73,19,1.3
23,3.994615384615385,73,19,0.4
23,1.8836363636363636,73,19,0.0
32,3.562000000000001,86,18,1.6
32,12.080769230769231,86,18,5.1
32,2.5592307692307696,86,18,2.0
32,0.15,86,18,0.1
32,6.637692307692308,86,18,2.8
32,6.71,86,18,2.7
32,2.911538461538462,86,18,1.7
32,2.16,86,18,0.0
32,0.49000000000000005,86,18,0.0
3,18.650153846153845,86,21,16.36
3,2.7,86,21,4.6
3,21.745384615384616,86,21,43.3
3,10.07230769230769,86,21,15.9
3,11.18769230769231,86,21,8.1
3,11.89,86,21,6.3
3,3.2746153846153847,86,21,1.7
3,2.5092307692307694,86,21,0.3
6,17.857846153846154,97,9,16.36
6,10.36,97,9,4.1
6,2.8600000000000003,97,9,2.2
6,12.425384615384615,97,9,8.4
6,4.662307692307692,97,9,2.3
6,2.893076923076923,97,9,4.4
6,4.003076923076923,97,9,4.2
6,0.74,97,9,3.5
6,7.97,97,9,1.5
6,2.226153846153846,97,9,0.0
30,14.302,97,12,32.54
30,9.003846153846155,97,12,7.1
30,2.14,97,12,6.8999999999999995
30,0.5,97,12,0.4
30,3.583846153846154,97,12,11.6
30,5.88076923076923,97,12,3.4
30,3.0,97,12,2.3
30,1.58,97,12,2.2
30,1.65,97,12,1.7
30,1.5399999999999998,97,12,-0.7
30,7.46,97,12,7.6
29,14.48646153846154,92,10,15.52
29,10.67,92,10,18.8
29,5.566923076923078,92,10,2.4
29,5.242307692307692,92,10,0.3
29,5.82,92,10,11.6
29,9.119230769230768,92,10,4.9
29,4.59,92,10,4.3
29,3.3699999999999997,92,10,3.0
29,5.463333333333334,92,10,3.0
29,0.16999999999999998,92,10,1.2
29,0.9815384615384616,92,10,0.5
19,12.621538461538462,92,31,20.48
19,13.675384615384615,92,31,11.1
19,6.735454545454545,92,31,14.8
19,3.117692307692308,92,31,1.7
19,10.428666666666667,92,31,9.6
19,2.83,92,31,4.8
19,1.7076923076923078,92,31,2.6
19,5.08,92,31,1.8
19,0.5900000000000001,92,31,1.1
19,3.6409090909090907,92,31,1.0
19,5.774615384615386,92,31,0.9
16,14.326461538461537,78,2,13.56
16,19.490000000000002,78,2,10.8
16,1.4023076923076925,78,2,1.3
16,0.5700000000000001,78,2,0.1
16,5.81,78,2,6.7
16,12.615333333333332,78,2,5.1
16,2.7,78,2,4.1
16,6.942307692307692,78,2,2.4
16,2.62,78,2,0.5
16,2.540909090909091,78,2,0.0
22,16.577384615384616,78,23,14.9
22,17.108461538461537,78,23,20.700000000000003
22,5.09,78,23,9.4
22,1.55,78,23,3.3
22,4.663076923076923,78,23,1.3
22,0.6,78,23,1.2
22,2.5892307692307694,78,23,0.9
22,3.571538461538462,78,23,0.5
22,0.38,78,23,0.0
13,18.33533333333333,79,3,14.739999999999998
13,4.71,79,3,3.0
13,10.110000000000001,79,3,2.4
13,7.001818181818182,79,3,0.19999999999999998
13,10.753333333333334,79,3,6.0
13,3.27,79,3,4.4
13,6.9,79,3,4.2
13,3.75,79,3,3.6
13,2.9890909090909092,79,3,2.3
13,0.38000000000000006,79,3,2.2
7,19.253636363636364,79,5,14.4
7,8.463846153846152,79,5,6.8
7,5.529230769230769,79,5,4.7
7,10.48169230769231,79,5,2.5
7,5.793846153846154,79,5,2.2
7,7.7718181818181815,79,5,8.3
7,6.4879999999999995,79,5,1.1
7,1.1615384615384614,79,5,0.6
26,10.726,83,24,2.76
26,6.755714285714286,83,24,7.3
26,9.20923076923077,83,24,29.1
26,4.261818181818182,83,24,5.7
26,3.06,83,24,3.5
26,9.92,83,24,2.5
26,6.218181818181819,83,24,0.20000000000000018
26,0.47000000000000003,83,24,1.4
26,1.25,83,24,0.0
26,3.990769230769231,83,24,-0.1
18,15.450000000000003,83,22,7.839999999999999
18,8.862,83,22,2.96
18,1.7866666666666666,83,22,34.3
18,4.980769230769231,83,22,3.3
18,11.615384615384615,83,22,0.6
18,8.192307692307692,83,22,10.3
18,5.0346153846153845,83,22,3.6
18,5.36,83,22,3.2
18,4.9107692307692306,83,22,2.0
18,0.18,83,22,0.0
17,15.686545454545456,80,25,14.079999999999998
17,6.25,80,25,20.6
17,10.409230769230769,80,25,13.7
17,5.9799999999999995,80,25,7.4
17,11.265555555555554,80,25,5.8
17,3.6730769230769234,80,25,1.9
17,0.72,80,25,1.6
17,5.59,80,25,1.6
17,0.16999999999999998,80,25,1.2
10,20.14553846153846,80,32,41.6
10,17.894615384615385,80,32,19.4
10,2.0966666666666667,80,32,3.3
10,1.0330769230769232,80,32,0.1
10,6.38,80,32,6.7
10,1.6199999999999999,80,32,2.0
10,3.2333333333333334,80,32,1.9
10,3.043846153846154,80,32,0.7
10,6.811538461538462,80,32,0.3
19,12.621538461538462,61,1,5.68
19,6.735454545454545,61,1,17.8
19,10.428666666666667,61,1,19.3
19,13.675384615384615,61,1,2.0
19,3.117692307692308,61,1,4.4
19,0.5900000000000001,61,1,0.2
19,5.08,61,1,6.3
19,5.774615384615386,61,1,3.7
19,2.83,61,1,0.8
19,3.6409090909090907,61,1,0.7
12,14.789333333333332,61,10,15.28
12,9.360000000000001,61,10,19.4
12,4.5138461538461545,61,10,14.6
12,7.507692307692308,61,10,8.6
12,5.7446153846153845,61,10,6.1
12,3.8730769230769235,61,10,5.9
12,4.931538461538461,61,10,3.9
12,2.05,61,10,0.5
12,1.52,61,10,0.2
12,6.685076923076923,61,10,0.0
2,20.856,78,29,52.54
2,17.41923076923077,78,29,19.0
2,1.8036923076923077,78,29,3.9
2,6.529999999999999,78,29,3.2
2,0.81,78,29,1.0
2,0.03,78,29,0.2
2,12.754615384615384,78,29,12.9
2,3.513076923076923,78,29,7.1
2,1.6730769230769231,78,29,2.5
2,1.6915384615384617,78,29,1.7
2,2.5666666666666664,78,29,1.1
2,1.153076923076923,78,29,0.6
14,20.55076923076923,78,11,36.160000000000004
14,9.273076923076923,78,11,4.699999999999999
14,8.644615384615385,78,11,15.5
14,13.079999999999998,78,11,9.6
14,6.150769230769232,78,11,3.6
14,6.126153846153846,78,11,2.3
14,1.1,78,11,1.1
14,1.3776923076923075,78,11,0.7
14,4.982307692307693,78,11,3.4999999999999996
8,20.194153846153846,61,13,13.86
8,-0.16,61,13,0.0
8,3.1738461538461546,61,13,2.0
8,5.8707692307692305,61,13,4.3
8,12.232727272727272,61,13,5.0
8,3.3554545454545455,61,13,3.5
8,10.816153846153846,61,13,3.3
8,3.2676923076923075,61,13,1.4
8,3.8114285714285714,61,13,0.7
8,2.653076923076923,61,13,0.3
8,-0.24000000000000002,61,13,-0.4
8,3.2,61,13,-0.2
20,16.797272727272727,61,15,11.2
20,4.406923076923078,61,15,21.1
20,4.463636363636364,61,15,7.5
20,5.07090909090909,61,15,3.0
20,10.58923076923077,61,15,7.3
20,3.8861538461538463,61,15,7.3
20,5.005692307692308,61,15,2.4
20,3.700909090909091,61,15,2.1
20,0.74,61,15,1.0
31,13.792,78,7,39.74
31,4.493333333333334,78,7,12.6
31,2.21,78,7,3.4
31,1.31,78,7,2.9
31,3.45,78,7,2.9
31,1.5633333333333332,78,7,2.6
31,1.488181818181818,78,7,1.8
31,5.392307692307693,78,7,1.7
31,-0.15000000000000002,78,7,0.6
31,4.2,78,7,0.0
24,17.81533333333333,78,20,10.04
24,0.68,78,20,1.1
24,7.51,78,20,3.1
24,14.223333333333334,78,20,10.5
24,4.86,78,20,4.8
24,0.77,78,20,4.7
24,2.83,78,20,3.3
24,11.342727272727274,78,20,1.7
24,4.27,78,20,0.9
24,0.11000000000000001,78,20,0.7
29,14.48646153846154,90,26,13.600000000000001
29,10.67,90,26,20.6
29,5.566923076923078,90,26,4.3
29,3.3699999999999997,90,26,3.4
29,5.463333333333334,90,26,17.3
29,5.242307692307692,90,26,5.9
29,9.119230769230768,90,26,3.1
29,5.82,90,26,1.7
29,0.2633333333333333,90,26,1.1
29,0.16999999999999998,90,26,0.2
21,14.802,90,31,26.160000000000004
21,10.116,90,31,13.48
21,6.707692307692308,90,31,1.2
21,10.379999999999999,90,31,1.0
21,3.9299999999999997,90,31,7.0
21,7.033333333333333,90,31,6.1
21,4.748666666666667,90,31,4.2
21,4.45,90,31,4.0
21,1.046153846153846,90,31,3.1
21,2.7,90,31,1.6
23,12.672,70,28,20.34
23,10.273333333333333,70,28,11.7
23,3.6918181818181814,70,28,18.7
23,10.406153846153847,70,28,7.9
23,2.8176923076923077,70,28,3.8
23,3.994615384615385,70,28,2.7
23,1.8836363636363636,70,28,2.4
23,4.33,70,28,1.1
23,3.624444444444444,70,28,0.8
23,0.6815384615384616,70,28,0.7
23,6.5344444444444445,70,28,2.8
1,26.27276923076923,70,27,25.26
1,18.566363636363636,70,27,28.4
1,7.31,70,27,7.5
1,15.706923076923076,70,27,5.6
1,4.533076923076923,70,27,3.0
1,13.227692307692307,70,27,11.4
1,1.0715384615384616,70,27,1.6
1,1.6530769230769233,70,27,1.6
1,2.87,70,27,1.3
1,4.163846153846154,70,27,1.3
1,0.05,70,27,0.7
1,1.8115384615384618,70,27,0.0
27,12.611333333333333,89,9,9.1
27,3.7000000000000006,89,9,0.32
27,10.104000000000001,89,9,5.7
27,7.11923076923077,89,9,4.0
27,3.4230769230769234,89,9,1.6
27,7.992307692307692,89,9,3.4
27,4.17,89,9,3.0
27,1.3515384615384616,89,9,1.1
27,3.210769230769231,89,9,0.9
27,0.48400000000000004,89,9,0.7
27,0.37,89,9,0.3
